HOSTNAME,VENDOR,MODEL,IPS,SERIALS,STATUS,SITE_CODE,DIVISION,LOCATION,FW_TYPE
mid-fw-daas.aetna.com-fo,Cisco,ASA5525-K9,167.69.234.33,FTX191110E7,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,
mid-fw-dmz-pa-a/vsys1,Paloalto,pa-3440,10.54.139.55,'	024409001957,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-dmz-pa-b/vsys1,Paloalto,pa-3440,10.54.139.56,'	024409001960,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-edmz-ftd-1,Cisco,Firepower 4145 Threat Defense,172.19.104.138,172.19.104.138,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B|DMZ
mid-fw-edmz-ftd-2,Cisco,Firepower 4145 Threat Defense,172.19.104.139,172.19.104.139,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B|DMZ
mid-fw-edmz-pa-a/vsys1,Paloalto,pa-5450,10.54.138.24,'	019909001491,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B|DMZ
mid-fw-edmz-pa-b/vsys1,Paloalto,pa-5450,10.54.138.25,'	019909001509,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B|DMZ
mid-fw-edmz.aetna.com:1,Cisco,ASA5555-K9,206.213.247.16,FGL183740D4,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B|DMZ
mid-fw-edmz.aetna.com:2,Cisco,ASA5555-K9,206.213.247.17,FGL183740CZ,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B|DMZ
mid-fw-equinix-a:1,Checkpoint,15000 Appliances,157.121.96.11,157.121.96.11,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-a:2,Checkpoint,PH-30,157.121.96.11,LR201603007367,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-b:1,Checkpoint,15000 Appliances,157.121.96.12,157.121.96.12,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-b:2,Checkpoint,PH-30,157.121.96.12,LR201603007247,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-chassis-1:1,Cisco,FPR-C9300-AC,172.19.104.37,JMX2729X0X6,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-chassis-1:2,Cisco,FX-OS,172.19.104.37,JAD27280A05,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-chassis-2:1,Cisco,FX-OS,172.19.104.38,JAD272809ZX,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-equinix-chassis-2:2,Cisco,FPR-C9300-AC,172.19.104.38,JMX2729X0RL,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,B2B
mid-fw-glr-pa-a/vsys1,Paloalto,pa-5450,10.54.138.213,'	019909000917,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-glr-pa-b/vsys1,Paloalto,pa-5450,10.54.138.214,'	019909000934,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-inetdmz-1.aetna.com,Cisco,FPR-C9300-AC,172.19.104.35,JMX2727X02Z,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-inetdmz-1:1,Cisco,FX-OS,172.19.104.35,JAD272606JL,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-inetdmz-2.aetna.com,Cisco,FPR-C9300-AC,172.19.104.36,JMX2727X0C3,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-inetdmz-2:2,Cisco,FX-OS,172.19.104.36,JAD27220EBT,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-ironman-1:1,Cisco,Firepower 2130 Threat Defense,172.19.104.19,JAD262204PR,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-ironman-1:2,Cisco,ASA on FTD,172.19.104.19,JMX2622X1DW,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-ironman-2:1,Cisco,ASA on FTD,172.19.104.20,JMX2717X3LH,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-ironman-2:2,Cisco,Firepower 2130 Threat Defense,172.19.104.20,JAD2717025C,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-officeext-pa-a/vsys1,Paloalto,pa-1420,10.54.141.213,'	026909004790,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-officeext-pa-b/vsys1,Paloalto,pa-1420,10.54.141.214,'	026909004824,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-pciprod-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.27,JMX2716X1ZQ,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciprod-2.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.28,JMX2716X201,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.25,JMX2716X1ZS,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-1:1,Cisco,FX-OS,172.19.104.25,JAD271506XR,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-1:2,Cisco,Firepower 4145 Threat Defense,172.19.104.145,FLM27060AE9IUE,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-2:1,Cisco,Firepower 4145 Threat Defense,172.19.104.146,FLM2347059AC0L,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-2:2,Cisco,FX-OS,172.19.104.26,JAD24030CPS,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-2:3,Cisco,FPR4145-NGFW-K9,172.19.104.26,JMX2410L03C,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-pciqa-web-1,Cisco,Firepower 4145 Threat Defense,172.19.104.147,FLM27060AE9719,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PCI
mid-fw-perfdmz-1:1,Cisco,FPR4145-NGFW-K9,172.19.104.13,JMX2631X06Y,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-perfdmz-1:2,Cisco,Firepower 4145 Threat Defense,172.19.104.141,FLM2628VBM9,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-perfdmz-1:3,Cisco,FX-OS,172.19.104.13,JAD2628048V,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-perfdmz-2:1,Cisco,Firepower 4145 Threat Defense,172.19.104.142,FLM263700TD,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-perfdmz-2:2,Cisco,FX-OS,172.19.104.14,JAD2643054C,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-perfdmz-2:3,Cisco,FPR4145-NGFW-K9,172.19.104.14,JMX2644X0DB,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-pod-1,Cisco,FX-OS,172.19.104.31,JAD271506XZ,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-pod-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.31,JMX2716X24U,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-proxy-1:1,Cisco,FPR4145-ASA-K9,172.19.104.29,JMX2716X28Q,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-proxy-1:2,Cisco,FX-OS,172.19.104.29,JAD271506X4,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-proxy-1:3,Cisco,Firepower 4145 Threat Defense,172.19.104.155,FLM27060ADL,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-proxy-2:1,Cisco,FPR4145-ASA-K9,172.19.104.30,JMX2633X001,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-proxy-2:2,Cisco,Firepower 4145 Threat Defense,172.19.104.156,FLM2628VNPM,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-proxy-2:3,Cisco,FX-OS,172.19.104.30,JAD263107HV,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,PERIMETER
mid-fw-qadmz-pa-a/vsys1,Paloalto,pa-3420,10.54.138.203,'	024209002989,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-qadmz-pa-b/vsys1,Paloalto,pa-3420,10.54.138.206,'	024209003038,Online,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-services-a:1,Checkpoint,23000 Appliances,206.213.199.112,206.213.199.112,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-services-a:2,Checkpoint,PD-20-00,206.213.199.112,LR201710010690,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-services-b:1,Checkpoint,23000 Appliances,206.213.199.113,206.213.199.113,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-services-b:2,Checkpoint,PD-20-00,206.213.199.113,LR201710010684,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-sipprod-1,Cisco,FX-OS,172.19.104.21,JAD263009UC,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-sipprod-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.21,JMX2633X004,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-sipprod-2,Cisco,FX-OS,172.19.104.22,JAD263205KL,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-sipprod-2.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.22,JMX2633X000,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-vdmz-1,Cisco,FX-OS,172.19.104.33,JAD27160TGH,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-vdmz-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.33,JMX2717X32G,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-vdmz-2,Cisco,FX-OS,172.19.104.34,JAD271506UQ,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-vdmz-2.aetna.com,Cisco,FPR4145-NGFW-K9,172.19.104.34,JMX2717X32A,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,DMZ
mid-fw-viznet-1:1,Cisco,ASA on FTD,172.19.104.17,JMX2642X118,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-viznet-1:2,Cisco,Firepower 2130 Threat Defense,172.19.104.18,FJZ28221QBQ,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-viznet-2:1,Cisco,Firepower 2130 Threat Defense,172.19.104.17,JAD264104FK,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-viznet-2:2,Cisco,ASA on FTD,172.19.104.18,FJC28231REB,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mid-fw-vpn1.aetna.com,Cisco,ASA5555-K9,206.213.247.18,FGL1750401K,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,VPN
mid-fw-vpn1.aetna.com-fo,Cisco,ASA5555-K9,206.213.247.19,FGL1749411F,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,VPN
mid-fw-vpn2.aetna.com:1,Cisco,ASA5555-K9,206.213.247.51,FGL1924708H,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,VPN
mid-fw-vpn2.aetna.com:2,Cisco,ASA5555-K9,206.213.247.41,FGL19247067,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,VPN
mid-pan-prod-01:1,Paloalto,panorama,10.102.9.88,000710029848_ESX:A6060600FFFB8B1F,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,
midfire19-1,Cisco,Firepower 2130 Threat Defense,172.19.104.23,JAD2717020W,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
midfire19-2,Cisco,Firepower 2130 Threat Defense,172.19.104.24,JAD264104FV,Offline,MID,Aetna,US > CT > Middletown > CT3502 - CT3502B01,INTERNAL
mlf-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.38.144.18,FTX2237W05Q,Offline,MLF,PSS,US > MA > Milford > 48036 - 48036B01,INTERNAL|PCI
mlf-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.38.144.17,FTX2237W061,Offline,MLF,PSS,US > MA > Milford > 48036 - 48036B01,INTERNAL|PCI
mnr-sec-m1a-sema-02-a,Cisco,ASA5555-K9,10.76.34.35,FTX2235W0SP,Offline,MNR,PSS,US > IL > Mount Prospect > 08702 - 08702B01,INTERNAL|PCI
mnr-sec-m1a-sema-02-s,Cisco,ASA5555-K9,10.76.34.36,FTX2235W0S0,Offline,MNR,PSS,US > IL > Mount Prospect > 08702 - 08702B01,INTERNAL|PCI
mrl-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.81.32.38,FTX2235W0SR,Offline,MRL,PSS,US > PA > Monroeville > 02921 - 02921B04,INTERNAL|PCI
mrl-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.81.32.37,FTX2235W0SM,Offline,MRL,PSS,US > PA > Monroeville > 02921 - 02921B04,INTERNAL|PCI
omnicare/omnicare,Cisco,5585-SSP-60,,JMX1748804Y/omnicare,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
oro-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.151.34.34,FTX2235W0BJ,Offline,ORD,PSS,US > FL > Orlando > 48003 - 48003B01,INTERNAL|PCI
oro-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.151.34.35,FTX2235W0C6,Offline,ORD,PSS,US > FL > Orlando > 48003 - 48003B01,INTERNAL|PCI
partner/partner,Cisco,5585-SSP-60,10.218.232.11,JMX1748804X/partner,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
pazshcp-sec-ext-wfh-01-fo.caremark.com,Cisco,ASA5555-K9,10.10.109.167,FGL17384108,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-aet-fx-01.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.190,JMX2631X5VR,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-aet-fx-02.cvs.com,Cisco,FPR4145-NGFW-K9,10.123.254.191,JMX2631X5WF,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-atg-fx-01:1,Cisco,FPR4145-NGFW-K9,10.10.123.55,JMX2522X00M,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-atg-fx-01:2,Cisco,FX-OS,10.10.123.55,JAD2517011J,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-GUEST-01/pri/stby,Cisco,5555,10.123.159.33,FTX2053W1TP,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-GUEST-01/sec/act,Cisco,5555,10.123.159.32,FGL202240QQ,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-guest-02,Cisco,ASA5555-MB,10.123.159.34,FCH202070YD,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-01-Conduent,Cisco,SM-56,10.119.175.120,FLM271604P3ZJM,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-01-Fiserv,Cisco,SM-56,10.119.175.124,FLM271604P3BQZ,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-01-MedHok.csv.com,Cisco,SM-56,10.119.175.134,FLM271604LBA3F,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-01-MedHokAWS.cvs.com,Cisco,SM-56,10.119.175.136,FLM271604LBJ2N,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|CLOUD|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-01-TCS,Cisco,SM-56,10.119.175.122,FLM271604LBY3T,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-02-Conduent,Cisco,SM-56,10.119.175.121,FLM271604KHPFJ,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-02-MedHok.csv.com,Cisco,SM-56,10.119.175.135,FLM271604KEVCS,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-02-MedHokAWS.cvs.com,Cisco,SM-56,10.119.175.137,FLM271604KER1J,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|CLOUD|PERIMETER
PAZSHDC-SEC-EXT-MPLSWEST-02-TCS,Cisco,SM-56,10.119.175.123,FLM271604KEPB4,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-mplswest-fxos-01.cvs.com,Cisco,FPR-C9300-AC,10.119.175.98,JMX2719X15Y,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-mplswest-fxos-02.cvs.com,Cisco,FPR-C9300-AC,10.119.175.99,JMX2719X14P,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net-01-a,Cisco,ASA5555-K9,10.123.159.114,FTX203610L9,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-net-01-s,Cisco,ASA5555-K9,10.123.159.115,FTX2129W0N3,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-NET-PA-01/vsys1,Paloalto,pa-1420,10.10.124.75,'	026909004648,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
PAZSHDC-SEC-EXT-NET-PA-02/vsys1,Paloalto,pa-1420,10.10.124.76,'	026909004649,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,PERIMETER
pazshdc-sec-ext-net4wir-01-abc,Cisco,ASA5585-S10F10-K9,,10.218.232.72,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-abc-fo,Cisco,ASA5585-S10F10-K9,10.218.232.73,10.218.232.73,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-concentrix,Cisco,ASA5585-S10F10-K9,,10.218.232.76,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-concentrix-fo,Cisco,ASA5585-S10F10-K9,,10.218.232.77,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-conduent-fo,Cisco,ASA5585-S10F10-K9,,10.218.232.71,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01-conduent/Fiserv,Cisco,5585-SSP-60,,JMX1748804Y/Fiserv,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-fiserv,Cisco,ASA5585-S10F10-K9,,10.218.232.74,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-fiserv-fo,Cisco,ASA5585-S10F10-K9,,10.218.232.75,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
pazshdc-sec-ext-net4wir-01-medhokaws,Cisco,ASA5585-SSP-60,,JAD1744019M,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|CLOUD|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/admin,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/admin,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/Anthem,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/Anthem,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/RXConnectDR,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/RXConnectDR,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|DR|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/test-text,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/test-text,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/trizetto,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/trizetto,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor12,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor12,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor25,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor25,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor26,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor26,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor36,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor36,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor37,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor37,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor38,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor38,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor39,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor39,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor40,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor40,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor41,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor41,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor42,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor42,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor43,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor43,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor44,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor44,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor46,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor46,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor47,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor47,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor48,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor48,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor49,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor49,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/vendor9,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/vendor9,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/pri/stby/wellpoint,Cisco,5585-SSP-60,10.10.109.183,JMX1748804Y/wellpoint,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|INTERNAL|PERIMETER
PAZSHDC-SEC-EXT-NET4WIR-01/sec/act/admin,Cisco,5585-SSP-60,10.10.109.182,JMX1748804X/admin,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,B2B|PERIMETER
